impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-118825,A588630,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,10 WEEKS,Male,Domestic Shorthair,Brn Tabby,06/29/2019 12:00:00 AM,Received on,2400 S 260TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588630,Image Copyright HLP Inc. 2019,"Received on: 2019-06-29<p/> Found Near: 2400 S 260TH ST, KENT WA 98032<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-118828,A588634,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Audrey,Cat,10 WEEKS,Female,Domestic Shorthair,Brn Tabby / White,06/29/2019 12:00:00 AM,Received on,2400 S 260TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588634,Image Copyright HLP Inc. 2019,"Received on: 2019-06-29<p/> Found Near: 2400 S 260TH ST, KENT WA 98032<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-118856,A588685,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A588685,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jonny,Cat,11 WEEKS,Neutered Male,Domestic Shorthair,Black,06/30/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588685,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Description: Black<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Jonny and I am available for adoption.<p/><p/><p/>I was brought in by a good samaritan on 6/30/19.<p/><p/>I am a fun and playful kitten.  If I'm not playing, I'm cuddling up to my sibling or person!<p/><p/>My personality color is GREEN. I am an adaptable kitten who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>",GREEN
K19-118855,A588684,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A588684,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jacey,Cat,11 WEEKS,Spayed Female,Domestic Shorthair,Black,06/30/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588684,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Jacey and I am available for adoption.<p/><p/><p/>I was brought in by a good samaritan on 6/30/19.<p/><p/>I am a fun and playful kitten.  If I'm not playing, I'm cuddling up to my sibling or person!<p/><p/>My personality color is GREEN. I am an adaptable kitten who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>",GREEN
K19-118854,A588683,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A588683,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jixie,Cat,2 YEARS 8 MONTHS,Spayed Female,Domestic Shorthair,Black,06/30/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588683,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 8 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Jixie and I am available for adoption.<p/><p/><p/>I was brought in by a good samaritan on 6/30/19.<p/><p/>I am a fun and playful kitten.  If I'm not playing, I'm cuddling up to my sibling or person!<p/><p/>My personality color is GREEN. I am an adaptable kitten who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>",GREEN
K19-118850,A588679,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A588679,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dallas,Cat,10 WEEKS,Neutered Male,Domestic Shorthair,Black / White,06/30/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588679,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Dallas and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 6/30/19.<p/><p/>I am a sweet kitten who may need extra time and attention to warm up to new situations and new people. When I was a wee little one, I was not taught how nice and friendly people can be, but I am learning quickly! Though I may be timid at first, once you take the time to show me I can trust you I will show you just how wonderful I can be. I would love to go home with a confident kitty friend who can help me come out of my shell!<p/>",BLUE
K19-118844,A588674,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A588674,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dennis,Cat,8 YEARS,Neutered Male,Domestic Shorthair,Black / White,06/30/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588674,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 8 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Dennis and I am available for adoption.<p/><p/><p/><p/>I was brought in by a good samaritan on 6/30/19.<p/><p/>I am a talkative and affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>",GREEN
K19-118858,A588687,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A588687,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cheeto,Cat,2 YEARS,Neutered Male,Domestic Longhair,Buff / White,06/30/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588687,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Description: Buff / White<p/>  Neutered Male Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Cheeto and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 6/30/19.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K19-118859,A588688,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A588688,"Covington Petco 27111 167TH PL SE COVINGTON, WA 98042",Julie,Cat,2 YEARS,Spayed Female,Domestic Longhair,Buff / White,06/30/2019 12:00:00 AM,Received on,27111 167TH PL SE,COVINGTON,WA,98042,COVINGTON,47.358606,-122.118905,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588688,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Description: Buff / White<p/>  Spayed Female Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: Covington Petco 27111 167TH PL SE COVINGTON, WA 98042<p/>Hi! My name is Julie and I am available for adoption.<p/><p/><p/>I was brought in by a good samaritan on 6/30/19.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>",GREEN
K19-118864,A588693,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Male,Domestic Shorthair,Black,06/30/2019 12:00:00 AM,Received on,1400 W SMITH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588693,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 1400 W SMITH ST, KENT WA 98032<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-118865,A588694,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Male,Domestic Shorthair,Black,06/30/2019 12:00:00 AM,Received on,1400 W SMITH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588694,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 1400 W SMITH ST, KENT WA 98032<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-118863,A588692,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Male,Domestic Shorthair,Blk Smoke,06/30/2019 12:00:00 AM,Received on,1400 W SMITH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588692,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 1400 W SMITH ST, KENT WA 98032<p/> Description: Blk Smoke Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-118861,A588690,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,2 YEARS,Female,Domestic Shorthair,Brn Tabby,06/30/2019 12:00:00 AM,Received on,1400 W SMITH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588690,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 1400 W SMITH ST, KENT WA 98032<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: In RASKC Foster Home <p/>",
K19-118862,A588691,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Male,Domestic Shorthair,Brn Tabby,06/30/2019 12:00:00 AM,Received on,1400 W SMITH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588691,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 1400 W SMITH ST, KENT WA 98032<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-118845,A588675,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A588675,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Chloe,Dog,4 YEARS,Female,Shih Tzu / Mix,Buff,06/30/2019 12:00:00 AM,Received on,19100 SE 128TH ST,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588675,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 19100 SE 128TH ST, RENTON WA 98059<p/> Description: Buff Female Shih Tzu / Mix Dog<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-118858,A588687,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A588687,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cheeto,Cat,2 YEARS,Neutered Male,Domestic Longhair,Buff / White,06/30/2019 12:00:00 AM,Received on,20800 32ND LN S,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588687,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 20800 32ND LN S, SEATAC WA 98198<p/> Description: Buff / White Neutered Male Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-118859,A588688,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A588688,"Covington Petco 27111 167TH PL SE COVINGTON, WA 98042",Julie,Cat,2 YEARS,Spayed Female,Domestic Longhair,Buff / White,06/30/2019 12:00:00 AM,Received on,20800 32ND LN S,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588688,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 20800 32ND LN S, SEATAC WA 98198<p/> Description: Buff / White Spayed Female Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: Covington Petco 27111 167TH PL SE COVINGTON, WA 98042<p/>",GREEN
K19-118850,A588679,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A588679,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dallas,Cat,10 WEEKS,Neutered Male,Domestic Shorthair,Black / White,06/30/2019 12:00:00 AM,Received on,22000 64TH AVE S,KENT,WA,98032,KENT,0,0,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588679,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 22000 64TH AVE S, KENT WA 98032<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-118844,A588674,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A588674,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dennis,Cat,8 YEARS,Neutered Male,Domestic Shorthair,Black / White,06/30/2019 12:00:00 AM,Received on,22000 84TH AVE S,KENT,WA,98032,KENT,0,0,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588674,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 22000 84TH AVE S, KENT WA 98032<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-118856,A588685,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A588685,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jonny,Cat,11 WEEKS,Neutered Male,Domestic Shorthair,Black,06/30/2019 12:00:00 AM,Received on,27200 45TH PL S,KENT,WA,98032,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588685,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 27200 45TH PL S, KENT WA 98032<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-118855,A588684,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A588684,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jacey,Cat,11 WEEKS,Spayed Female,Domestic Shorthair,Black,06/30/2019 12:00:00 AM,Received on,27200 45TH PL S,KENT,WA,98032,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588684,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 27200 45TH PL S, KENT WA 98032<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-118854,A588683,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A588683,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jixie,Cat,2 YEARS 8 MONTHS,Spayed Female,Domestic Shorthair,Black,06/30/2019 12:00:00 AM,Received on,27200 45TH PL S,KENT,WA,98032,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588683,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 27200 45TH PL S, KENT WA 98032<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-118853,A588682,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A588682,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Reyna,Dog,3 YEARS,Female,Siberian Husky / German Shepherd,Tan / Black,06/30/2019 12:00:00 AM,Received on,600 W SNOQUALMIE RIVER RD SE,CARNATION,WA,98014,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A588682,Image Copyright HLP Inc. 2019,"Received on: 2019-06-30<p/> Found Near: 600 W SNOQUALMIE RIVER RD SE, CARNATION WA 98014<p/> Description: Tan / Black Female Siberian Husky / German Shepherd Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-118911,A587327,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A587327,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Phoebus,Cat,12 WEEKS,Neutered Male,Domestic Mediumhair,Black,07/01/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A587327,Image Copyright HLP Inc. 2019,"Received on: 2019-07-01<p/> Description: Black<p/>  Neutered Male Domestic Mediumhair Cat<p/> Age: 12 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Phoebus and I am available for adoption.<p/><p/><p/>I was brought in by a good samaritan on 6/17/19.<p/><p/> I am a sweet kitten who may need extra time and attention to warm up to new situations and new people. When I was a wee little one, I was not taught how nice and friendly people can be, but I am learning quickly! Though I may be timid at first, once you take the time to show me I can trust you I will show you just how wonderful I can be. I would love to go home with a confident kitty friend who can help me come out of my shell!<p/><p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
